hcp,tier,region,specialty
56513,2,region_157,General practicioner
56526,2,region_99,General practicioner
56527,1,region_143,Internal medicine / pneumology
56560,2,region_34,Internal medicine
56581,2,region_127,General practicioner
56597,2,region_130,General practicioner
56598,2,region_200,General practicioner
56636,2,region_171,General practicioner
56652,1,region_191,Internal medicine / pneumology
56663,1,region_169,Internal medicine / pneumology
56665,1,region_190,Internal medicine / pneumology
56669,2,region_115,General practicioner
56670,2,region_98,General practicioner
56684,2,region_155,General practicioner
56703,2,region_49,General practicioner
56706,1,region_75,Internal medicine / pneumology
56722,2,region_85,Internal medicine
56729,2,region_86,General practicioner
56738,2,region_137,General practicioner
56745,2,region_92,Internal medicine
56749,1,region_198,Internal medicine / pneumology
56773,2,region_157,Internal medicine
56795,2,region_68,General practicioner
56802,2,region_177,General practicioner
56804,2,region_46,Internal medicine
56832,2,region_57,Internal medicine
56841,2,region_115,General practicioner
56864,2,region_170,General practicioner
56881,1,region_176,Internal medicine / pneumology
56887,1,region_175,Internal medicine / pneumology
56893,1,region_102,Internal medicine / pneumology
56905,1,region_42,Internal medicine
56929,2,region_196,Internal medicine
56936,1,region_123,Internal medicine / pneumology
56940,1,region_98,Internal medicine / pneumology
56963,1,region_95,Internal medicine / pneumology
57005,2,region_85,Internal medicine
57009,2,region_70,Internal medicine
57077,2,region_69,General practicioner
57092,1,region_64,Internal medicine / pneumology
57099,1,region_75,Internal medicine / pneumology
57101,2,region_141,General practicioner
57139,1,region_115,Internal medicine / pneumology
57154,2,region_23,General practicioner
57169,2,region_129,Internal medicine
57176,2,region_49,General practicioner
57177,2,region_138,General practicioner
57198,2,region_196,General practicioner
57203,2,region_98,General practicioner
57219,2,region_184,General practicioner
57230,2,region_66,General practicioner
57237,1,region_197,Internal medicine / pneumology
57243,1,region_28,Internal medicine / pneumology
57256,2,region_71,General practicioner
57268,2,region_35,Internal medicine
57269,2,region_182,Internal medicine
57279,2,region_75,General practicioner
57281,2,region_71,General practicioner
57302,2,region_11,General practicioner
57304,2,region_142,General practicioner
57308,2,region_142,General practicioner
57314,2,region_46,General practicioner
57319,1,region_106,Internal medicine / pneumology
57327,2,region_3,General practicioner
57331,2,region_70,General practicioner
57332,2,region_156,General practicioner
57340,2,region_198,General practicioner
57350,2,region_164,General practicioner
57392,2,region_14,Internal medicine
57402,2,region_84,General practicioner
57408,2,region_0,Internal medicine
57410,2,region_26,General practicioner
57436,2,region_130,General practicioner
57456,1,region_160,Internal medicine / pneumology
57468,1,region_27,Internal medicine / pneumology
57470,2,region_164,Internal medicine
57482,2,region_98,General practicioner
57486,2,region_142,Internal medicine
57487,2,region_200,General practicioner
57491,2,region_82,General practicioner
57504,2,region_164,Internal medicine
57506,2,region_156,Internal medicine
57520,2,region_190,General practicioner
57522,2,region_70,General practicioner
57537,2,region_88,Internal medicine and general practicioner
57539,3,region_36,General practicioner
57546,2,region_68,General practicioner
57550,2,region_42,Internal medicine
57556,2,region_115,General practicioner
57561,2,region_138,General practicioner
57581,2,region_182,General practicioner
57604,2,region_87,General practicioner
57608,2,region_105,Internal medicine
57618,2,region_148,General practicioner
57629,3,region_72,Internal medicine
57630,2,region_187,General practicioner
57634,2,region_198,General practicioner
57649,2,region_82,General practicioner
57681,2,region_69,General practicioner
57697,2,region_14,General practicioner
57698,2,region_95,General practicioner
57710,1,region_168,Internal medicine / pneumology
57721,1,region_151,Internal medicine / pneumology
57732,1,region_176,Internal medicine / pneumology
57739,2,region_156,General practicioner
57746,1,region_193,General practicioner
57748,2,region_85,General practicioner
57764,3,region_150,Internal medicine
57768,2,region_177,General practicioner
57788,1,region_164,Internal medicine / pneumology
57794,2,region_190,Internal medicine
57795,1,region_164,Internal medicine / pneumology
57808,2,region_53,Internal medicine
57818,1,region_47,Internal medicine / pneumology
57842,1,region_90,Internal medicine / pneumology
57843,1,region_15,Internal medicine / pneumology
57854,1,region_155,Internal medicine / pneumology
57874,1,region_158,Internal medicine / pneumology
57892,2,region_81,Internal medicine
57898,2,region_13,Internal medicine
57907,1,region_90,Internal medicine / pneumology
57915,1,region_93,Internal medicine / pneumology
57920,2,region_117,Internal medicine / pneumology
57939,1,region_28,Internal medicine
57941,1,region_71,Internal medicine / pneumology
57942,1,region_149,Internal medicine / pneumology
57960,2,region_85,Internal medicine
57961,1,region_88,Internal medicine / pneumology
57962,1,region_154,Internal medicine / pneumology
57966,1,region_35,Internal medicine / pneumology
57968,1,region_27,Internal medicine / pneumology
57986,2,region_181,General practicioner
58000,2,region_200,General practicioner
58002,1,region_93,Internal medicine / pneumology
58013,2,region_15,General practicioner
58031,2,region_11,General practicioner
58042,2,region_130,General practicioner
58060,2,region_40,General practicioner
58067,2,region_7,Internal medicine
58070,1,region_14,Internal medicine / pneumology
58074,3,region_137,General practicioner
58078,1,region_176,Internal medicine / pneumology
58100,2,region_68,General practicioner
58161,1,region_71,Internal medicine / pneumology
58162,1,region_108,Internal medicine / pneumology
58166,1,region_185,Internal medicine / pneumology
58168,1,region_67,General practicioner
58172,2,region_71,General practicioner
58179,2,region_3,General practicioner
58218,2,region_84,Internal medicine
58229,1,region_24,Internal medicine / pneumology
58240,2,region_87,Internal medicine
58251,2,region_155,General practicioner
58258,2,region_181,General practicioner
58266,2,region_198,General practicioner
58278,1,region_140,Internal medicine / pneumology
58283,1,region_193,Internal medicine / pneumology
58293,2,region_75,General practicioner
58294,2,region_75,General practicioner
58298,1,region_182,Internal medicine / pneumology
58300,2,region_200,General practicioner
58304,2,region_35,Internal medicine
58316,2,region_142,Internal medicine
58318,2,region_157,General practicioner
58340,2,region_182,General practicioner
58343,2,region_156,General practicioner
58344,2,region_0,Internal medicine
58368,2,region_1,Internal medicine
58383,2,region_78,Internal medicine
58386,1,region_92,Internal medicine / pneumology
58387,1,region_92,Internal medicine / pneumology
58395,2,region_192,General practicioner
58397,1,region_178,Internal medicine / pneumology
58413,1,region_12,Internal medicine / pneumology
58421,1,region_88,Internal medicine / pneumology
58422,1,region_128,Internal medicine / pneumology
58423,2,region_198,General practicioner
58425,2,region_138,General practicioner
58428,3,region_195,General practicioner
58436,1,region_149,Internal medicine / pneumology
58455,2,region_138,Internal medicine
58459,2,region_157,General practicioner
58463,2,region_86,General practicioner
58482,3,region_118,General practicioner
58491,2,region_155,General practicioner
58500,2,region_161,General practicioner
58505,2,region_80,General practicioner
58508,2,region_103,General practicioner
58514,2,region_193,General practicioner
58518,2,region_88,Internal medicine and general practicioner
58521,2,region_5,Internal medicine
58524,2,region_38,General practicioner
58534,2,region_169,General practicioner
58542,2,region_158,General practicioner
58549,2,region_127,General practicioner
58553,2,region_147,General practicioner
58555,2,region_0,General practicioner
58557,1,region_147,Internal medicine
58562,2,region_115,General practicioner
58575,3,region_118,General practicioner
58593,2,region_155,General practicioner
58601,1,region_107,Internal medicine / pneumology
58604,1,region_88,Internal medicine / pneumology
58628,2,region_108,General practicioner
58637,1,region_86,Internal medicine / pneumology
58642,1,region_43,Internal medicine / pneumology
58647,1,region_1,Internal medicine / pneumology
58659,1,region_7,Internal medicine / pneumology
58688,2,region_75,General practicioner
58704,3,region_180,Internal medicine
58708,1,region_85,Internal medicine / pneumology
58710,1,region_44,Internal medicine / pneumology
58718,2,region_182,General practicioner
58729,2,region_147,General practicioner
58755,2,region_150,General practicioner
58772,1,region_24,Internal medicine / pneumology
58785,1,region_162,Internal medicine / pneumology
58792,1,region_145,Internal medicine / pneumology
58802,1,region_142,Internal medicine / pneumology
58805,2,region_52,Internal medicine
58809,2,region_17,Internal medicine
58818,2,region_118,Internal medicine
58845,1,region_144,Internal medicine / pneumology
58857,1,region_83,Internal medicine / pneumology
58868,1,region_172,Internal medicine / pneumology
58871,1,region_147,Internal medicine / pneumology
58886,1,region_181,Internal medicine / pneumology
58924,1,region_93,Internal medicine / pneumology
58943,1,region_23,Internal medicine / pneumology
58944,2,region_41,General practicioner
58958,1,region_0,Internal medicine / pneumology
58963,1,region_44,Internal medicine / pneumology
58971,3,region_106,General practicioner
58975,2,region_69,General practicioner
58976,3,region_31,General practicioner
58984,2,region_25,General practicioner
58987,2,region_17,General practicioner
59004,3,region_134,General practicioner
59009,2,region_200,Internal medicine
59010,2,region_44,General practicioner
59016,1,region_170,Internal medicine / pneumology
59020,1,region_25,Internal medicine / pneumology
59031,2,region_11,General practicioner
59046,2,region_19,General practicioner
59060,1,region_7,Internal medicine / pneumology
59077,2,region_116,Internal medicine
59080,2,region_158,General practicioner
59092,1,region_135,Internal medicine / pneumology
59099,2,region_82,General practicioner
59105,3,region_127,Internal medicine
59122,1,region_7,Internal medicine / pneumology
59132,2,region_80,Internal medicine
59135,2,region_181,General practicioner
59150,2,region_44,General practicioner
59164,2,region_78,General practicioner
59199,2,region_140,General practicioner
59222,2,region_198,Internal medicine
