hcp,population,area,pci16,pci18,Internal medicine,Internal medicine / pneumology,General practicioner,Internal medicine and general practicioner,Pediatrician,hcp,tier,region,specialty
52328,304452,932.781191195,36395.04423057791,38590.38510757204,292,14,190,3,137,52328,1,region_83,Internal medicine / pneumology
52356,419101,7692.893495175,36767.22147044455,38579.41511491576,250,11,225,0,32,52356,2,region_33,General practicioner
52387,487393,5189.376597045,46048.81926990849,47755.55739365009,220,9,349,2,49,52387,2,region_98,General practicioner
52413,423341,154.47548644,38652.12994183328,41107.59671458673,340,15,243,3,71,52413,2,region_154,General practicioner
52421,425191,5807.495301645,44180.16732596442,45346.0694925717,257,22,272,3,66,52421,2,region_44,Internal medicine
52430,357267,1098.62296527,44920.72221786424,46360.19706742704,363,18,215,11,116,52430,1,region_107,Internal medicine / pneumology
52439,330868,216.65785405,44450.70293282685,48142.47639736822,270,8,150,0,36,52439,2,region_46,Internal medicine
52449,419101,7692.893495175,36767.22147044455,38579.41511491576,250,11,225,0,32,52449,2,region_33,General practicioner
52456,419101,7692.893495175,36767.22147044455,38579.41511491576,250,11,225,0,32,52456,2,region_33,Internal medicine
52469,380484,2415.408229765,40940.71013933051,42379.71159997592,181,16,170,11,39,52469,1,region_162,Internal medicine / pneumology
52478,515453,4402.930882080001,42539.37329580406,44132.93432778821,338,15,277,3,63,52478,2,region_187,Internal medicine
52494,376219,5876.13657913,36993.40237936698,39335.135584445765,235,6,230,0,72,52494,2,region_57,Internal medicine / pneumology
52541,482893,3898.254462595,38438.67922370908,40617.00756959213,246,17,234,1,54,52541,2,region_188,Internal medicine
52543,461421,8601.349281820001,38480.416663499054,40959.73747486567,296,19,245,0,71,52543,1,region_45,Internal medicine / pneumology
52556,370427,4000.316021975,37145.88024469353,39115.3131767344,310,16,245,0,110,52556,1,region_73,Internal medicine / pneumology
52567,321059,484.212641435,36407.895986325166,38638.41764908357,206,20,209,1,52,52567,1,region_96,Internal medicine / pneumology
52575,449898,4019.658772,36647.69507398299,38070.54561557521,317,17,279,0,103,52575,1,region_39,Internal medicine / pneumology
52584,547068,6396.314308025,48518.205716833865,51052.264521926285,489,19,470,3,128,52584,1,region_127,Internal medicine / pneumology
52598,321059,484.212641435,36407.895986325166,38638.41764908357,206,20,209,1,52,52598,1,region_96,Internal medicine / pneumology
52601,333725,3502.904894785,45387.79497225622,48283.49556998891,239,11,243,0,57,52601,1,region_178,Internal medicine / pneumology
52602,461318,3554.8038096499995,46190.16084339184,48307.15154935936,337,12,286,2,64,52602,1,region_17,Internal medicine / pneumology
52616,419101,7692.893495175,36767.22147044455,38579.41511491576,250,11,225,0,32,52616,2,region_33,General practicioner
52625,526171,12386.29314317,38058.94303442134,39595.49276780699,379,16,264,0,64,52625,2,region_165,General practicioner
52637,528626,19013.448093125,40270.8691500684,42128.622570789055,328,20,308,2,71,52637,2,region_131,General practicioner
52661,444131,2080.725707365,38062.92357872115,40061.84896582205,283,18,214,1,76,52661,2,region_159,General practicioner
52676,425191,5807.495301645,44180.16732596442,45346.0694925717,257,22,272,3,66,52676,2,region_44,General practicioner
52679,365599,280.24859694500003,37134.16,37863.28,347,23,168,10,49,52679,1,region_34,Internal medicine / pneumology
52688,341233,487.59933681,37386.11459218471,38418.87174140778,165,8,173,3,31,52688,2,region_22,General practicioner
52693,445328,10659.052143505,37304.95165223997,39504.6071492316,302,11,223,2,56,52693,2,region_30,Internal medicine
52716,299023,2730.297744985,45032.26508563141,46906.03781300078,142,1,211,1,28,52716,2,region_81,General practicioner
52719,325691,4155.27444025,37425.22727866324,39046.73439375503,262,7,182,0,46,52719,1,region_51,Internal medicine / pneumology
52722,407943,451.9983656349999,38641.22388687272,41094.34746902544,510,40,246,3,137,52722,2,region_7,General practicioner
52749,307965,173.468130305,38649.24,41105.12,169,21,131,0,44,52749,1,region_9,Internal medicine / pneumology
52779,501854,12985.93712956,35181.19328397373,37177.95969312522,406,14,328,2,88,52779,3,region_109,General practicioner
52789,304137,1761.98402793,57500.496969715896,62612.034029647366,100,3,186,3,42,52789,3,region_195,General practicioner
52834,444131,2080.725707365,38062.92357872115,40061.84896582205,283,18,214,1,76,52834,1,region_159,Internal medicine / pneumology
52848,444131,2080.725707365,38062.92357872115,40061.84896582205,283,18,214,1,76,52848,2,region_159,General practicioner
52858,421762,909.36976198,38645.15361914184,41101.34795613093,149,2,156,1,30,52858,2,region_110,General practicioner
52868,421762,909.36976198,38645.15361914184,41101.34795613093,149,2,156,1,30,52868,2,region_110,Internal medicine
52887,501854,12985.93712956,35181.19328397373,37177.95969312522,406,14,328,2,88,52887,1,region_109,Internal medicine / pneumology
52888,461421,8601.349281820001,38480.416663499054,40959.73747486567,296,19,245,0,71,52888,2,region_45,General practicioner
52900,542689,2487.34197222,44408.95747705361,46253.941480138834,410,13,321,11,73,52900,2,region_88,Internal medicine
52912,416180,635.8645393950001,48679.89772605903,50346.953159936944,154,6,204,2,55,52912,2,region_193,General practicioner
52916,304452,932.781191195,36395.04423057791,38590.38510757204,292,14,190,3,137,52916,2,region_83,General practicioner
52927,395114,2598.725435955,44282.29255670319,46215.14059095081,269,4,239,25,57,52927,2,region_200,General practicioner
52935,421762,909.36976198,38645.15361914184,41101.34795613093,149,2,156,1,30,52935,2,region_110,Internal medicine
52946,309483,136.71853883,38649.24,41105.12,130,3,140,0,37,52946,2,region_6,General practicioner
52953,465881,532.19959025,43364.96745908977,46659.57821612824,389,25,293,1,130,52953,1,region_108,Internal medicine / pneumology
52972,562766,7476.819147085001,39152.99916517007,41230.29230741945,308,9,264,2,72,52972,2,region_86,General practicioner
52982,307451,4884.173328565,40415.68402083505,42711.47798117365,212,8,178,1,23,52982,2,region_155,Internal medicine
52987,346962,3955.87103625,46117.32468167189,47687.7855694166,269,12,277,1,51,52987,1,region_76,Internal medicine / pneumology
52992,290274,230.311262695,38727.460773319886,39733.89795811521,282,14,135,6,42,52992,2,region_71,Internal medicine
52997,536929,3415.12600619,41281.75861507195,41579.09363912522,444,16,303,6,133,52997,2,region_150,General practicioner
53005,528663,1691.3326277750002,39725.23455626566,41274.97668028191,368,15,312,5,125,53005,2,region_157,General practicioner
53038,395114,2598.725435955,44282.29255670319,46215.14059095081,269,4,239,25,57,53038,2,region_200,General practicioner
53052,484396,771.9334331700001,41064.42127819379,41593.11849693459,394,26,227,4,93,53052,1,region_102,Internal medicine / pneumology
53093,332380,507.6016706,42316.17861056367,43408.66203256296,164,11,169,4,59,53093,2,region_80,General practicioner
53115,421289,3113.32368869,35661.32746899459,37117.66933250681,351,25,283,0,96,53115,1,region_170,Internal medicine / pneumology
53118,295780,3744.74960892,38182.69732236048,40109.38377772224,123,13,166,3,32,53118,2,region_38,General practicioner
53122,445328,10659.052143505,37304.95165223997,39504.6071492316,302,11,223,2,56,53122,2,region_30,Internal medicine
53129,472948,7588.07291017,38655.32133304526,40461.44956494922,335,11,264,1,64,53129,1,region_194,Internal medicine / pneumology
53142,460276,9206.65557772,39050.252471103886,41542.62919406537,361,19,256,2,111,53142,1,region_121,Internal medicine / pneumology
53149,445328,10659.052143505,37304.95165223997,39504.6071492316,302,11,223,2,56,53149,2,region_30,Internal medicine
53165,447074,2817.953165215,46686.223972057545,47929.49398845733,352,31,277,8,89,53165,2,region_90,Internal medicine
53186,324074,2196.24323518,56253.7171850507,60786.66378406008,128,3,218,2,30,53186,1,region_166,Internal medicine / pneumology
53243,325691,4155.27444025,37425.22727866324,39046.73439375503,262,7,182,0,46,53243,1,region_51,Internal medicine / pneumology
53288,321059,484.212641435,36407.895986325166,38638.41764908357,206,20,209,1,52,53288,1,region_96,Internal medicine / pneumology
53289,321059,484.212641435,36407.895986325166,38638.41764908357,206,20,209,1,52,53289,1,region_96,Internal medicine / pneumology
53299,526171,12386.29314317,38058.94303442134,39595.49276780699,379,16,264,0,64,53299,1,region_165,Internal medicine / pneumology
53327,298560,3726.884651725,43442.39132891304,45766.530521730456,175,11,189,1,31,53327,1,region_36,Internal medicine / pneumology
53339,447074,2817.953165215,46686.223972057545,47929.49398845733,352,31,277,8,89,53339,2,region_90,General practicioner
53355,323713,3780.938178465,45305.47325376525,47016.396650179406,155,6,227,7,29,53355,2,region_82,General practicioner
53364,496826,6434.083117925,44149.02978881942,46695.11700369592,316,11,300,1,65,53364,2,region_49,Internal medicine
53367,348086,4164.570398015,46186.5592866436,47424.04679007741,264,17,280,4,70,53367,2,region_137,Internal medicine
53368,376219,5876.13657913,36993.40237936698,39335.135584445765,235,6,230,0,72,53368,2,region_57,Internal medicine
53380,460276,9206.65557772,39050.252471103886,41542.62919406537,361,19,256,2,111,53380,2,region_121,Internal medicine
53393,325691,4155.27444025,37425.22727866324,39046.73439375503,262,7,182,0,46,53393,2,region_51,Internal medicine
53400,317306,2356.435878145,45486.02729761217,47191.59323256421,316,14,283,3,100,53400,2,region_148,Internal medicine
53424,321059,484.212641435,36407.895986325166,38638.41764908357,206,20,209,1,52,53424,1,region_96,Internal medicine / pneumology
53434,421289,3113.32368869,35661.32746899459,37117.66933250681,351,25,283,0,96,53434,1,region_170,Internal medicine / pneumology
53438,335310,579.9516389300001,46598.18860894914,50643.31335412155,214,21,215,1,43,53438,2,region_147,Internal medicine
53477,501854,12985.93712956,35181.19328397373,37177.95969312522,406,14,328,2,88,53477,3,region_109,General practicioner
53481,419101,7692.893495175,36767.22147044455,38579.41511491576,250,11,225,0,32,53481,2,region_33,General practicioner
53521,419101,7692.893495175,36767.22147044455,38579.41511491576,250,11,225,0,32,53521,2,region_33,General practicioner
53526,501854,12985.93712956,35181.19328397373,37177.95969312522,406,14,328,2,88,53526,3,region_109,Internal medicine
53539,444131,2080.725707365,38062.92357872115,40061.84896582205,283,18,214,1,76,53539,1,region_159,Internal medicine / pneumology
53548,501854,12985.93712956,35181.19328397373,37177.95969312522,406,14,328,2,88,53548,3,region_109,General practicioner
53553,309483,136.71853883,38649.24,41105.12,130,3,140,0,37,53553,2,region_6,General practicioner
53611,545012,10892.01787511,36585.0100716675,38183.44995556125,380,13,262,3,87,53611,2,region_94,Internal medicine
53612,545012,10892.01787511,36585.0100716675,38183.44995556125,380,13,262,3,87,53612,2,region_94,Internal medicine
53616,444131,2080.725707365,38062.92357872115,40061.84896582205,283,18,214,1,76,53616,2,region_159,General practicioner
53625,501854,12985.93712956,35181.19328397373,37177.95969312522,406,14,328,2,88,53625,3,region_109,General practicioner
53630,325691,4155.27444025,37425.22727866324,39046.73439375503,262,7,182,0,46,53630,2,region_51,General practicioner
53657,461421,8601.349281820001,38480.416663499054,40959.73747486567,296,19,245,0,71,53657,2,region_45,General practicioner
53667,501854,12985.93712956,35181.19328397373,37177.95969312522,406,14,328,2,88,53667,3,region_109,General practicioner
53691,407943,451.9983656349999,38641.22388687272,41094.34746902544,510,40,246,3,137,53691,2,region_7,General practicioner
53693,506991,8524.200649455,36176.71069505399,38543.194751195326,400,24,342,0,90,53693,1,region_191,Internal medicine / pneumology
53707,421215,6568.02313485,36805.53716197213,38484.9273729109,192,6,251,1,69,53707,1,region_104,Internal medicine / pneumology
53714,482893,3898.254462595,38438.67922370908,40617.00756959213,246,17,234,1,54,53714,1,region_188,Internal medicine / pneumology
53724,501854,12985.93712956,35181.19328397373,37177.95969312522,406,14,328,2,88,53724,1,region_109,Internal medicine
53733,461421,8601.349281820001,38480.416663499054,40959.73747486567,296,19,245,0,71,53733,2,region_45,General practicioner
53823,307965,173.468130305,38649.24,41105.12,169,21,131,0,44,53823,2,region_9,Internal medicine
53829,461421,8601.349281820001,38480.416663499054,40959.73747486567,296,19,245,0,71,53829,2,region_45,Internal medicine
53835,461421,8601.349281820001,38480.416663499054,40959.73747486567,296,19,245,0,71,53835,2,region_45,General practicioner
53840,376219,5876.13657913,36993.40237936698,39335.135584445765,235,6,230,0,72,53840,1,region_57,Internal medicine / pneumology
53841,338623,3775.89347241,37915.1170297293,40325.86556207184,147,7,168,1,48,53841,2,region_152,General practicioner
53847,421762,909.36976198,38645.15361914184,41101.34795613093,149,2,156,1,30,53847,2,region_110,General practicioner
53884,528626,19013.448093125,40270.8691500684,42128.622570789055,328,20,308,2,71,53884,2,region_131,General practicioner
53885,528626,19013.448093125,40270.8691500684,42128.622570789055,328,20,308,2,71,53885,2,region_131,Internal medicine
53888,506991,8524.200649455,36176.71069505399,38543.194751195326,400,24,342,0,90,53888,1,region_191,Internal medicine / pneumology
53891,516859,7269.26011098,36031.93428078067,38376.51658116495,347,12,255,1,85,53891,1,region_54,Internal medicine / pneumology
53897,528626,19013.448093125,40270.8691500684,42128.622570789055,328,20,308,2,71,53897,3,region_131,General practicioner
53909,295104,1515.2463563699998,37587.76570942719,39899.804520287806,183,9,149,0,52,53909,1,region_120,Internal medicine / pneumology
53948,312237,3709.821889255,44729.66272909751,46604.18155477684,196,9,214,1,36,53948,1,region_85,Internal medicine
53966,572787,7282.560235145,38782.59547119818,41215.29233979961,495,41,332,1,87,53966,1,region_179,Internal medicine / pneumology
53999,506991,8524.200649455,36176.71069505399,38543.194751195326,400,24,342,0,90,53999,1,region_191,Internal medicine / pneumology
54001,506991,8524.200649455,36176.71069505399,38543.194751195326,400,24,342,0,90,54001,1,region_191,Internal medicine / pneumology
54002,506991,8524.200649455,36176.71069505399,38543.194751195326,400,24,342,0,90,54002,1,region_191,Internal medicine / pneumology
54013,351807,495.716787085,41728.04162883929,42871.90103369104,221,16,175,2,68,54013,2,region_149,Internal medicine
54014,392442,1013.9402787699998,43137.67692133163,45189.593294747385,224,22,230,0,83,54014,1,region_23,Internal medicine / pneumology
54018,347761,1339.813459055,47802.37814017809,49087.416077910646,190,20,162,0,37,54018,2,region_27,Internal medicine
54023,309483,136.71853883,38649.24,41105.12,130,3,140,0,37,54023,2,region_6,Internal medicine
54024,295104,1515.2463563699998,37587.76570942719,39899.804520287806,183,9,149,0,52,54024,2,region_120,Internal medicine
54108,309483,136.71853883,38649.24,41105.12,130,3,140,0,37,54108,1,region_6,Internal medicine / pneumology
