hcp,specialty,region,brand,month,channel,count
86598,General practicioner,region_107,brand_2,2020-10,phone,1
86598,General practicioner,region_107,brand_1,2020-10,phone,1
86599,Pediatrician,region_107,brand_2,2020-10,f2f,1
1805,Internal medicine,region_108,brand_2,2020-10,phone,1
1805,Internal medicine,region_108,brand_1,2020-10,phone,1
3293,General practicioner,region_108,brand_2,2020-10,phone,1
3293,General practicioner,region_108,brand_1,2020-10,phone,1
12307,General practicioner,region_108,brand_2,2020-10,f2f,1
12307,General practicioner,region_108,brand_1,2020-10,f2f,1
13592,General practicioner,region_108,brand_2,2020-10,phone,1
13592,General practicioner,region_108,brand_1,2020-10,phone,1
15957,Internal medicine / pneumology,region_108,brand_2,2020-10,phone,1
15957,Internal medicine / pneumology,region_108,brand_1,2020-10,phone,1
17503,Internal medicine / pneumology,region_108,brand_2,2020-10,phone,2
17503,Internal medicine / pneumology,region_108,brand_1,2020-10,phone,2
18059,General practicioner,region_108,brand_2,2020-10,phone,1
18059,General practicioner,region_108,brand_1,2020-10,phone,1
21681,General practicioner,region_108,brand_2,2020-10,f2f,1
21681,General practicioner,region_108,brand_1,2020-10,f2f,1
25480,General practicioner,region_108,brand_2,2020-10,phone,1
25480,General practicioner,region_108,brand_1,2020-10,phone,1
26326,General practicioner,region_108,brand_2,2020-10,phone,1
26326,General practicioner,region_108,brand_1,2020-10,phone,1
27921,Internal medicine / pneumology,region_108,brand_2,2020-10,phone,1
27921,Internal medicine / pneumology,region_108,brand_1,2020-10,phone,1
28156,General practicioner,region_108,brand_2,2020-10,phone,1
28156,General practicioner,region_108,brand_1,2020-10,phone,1
28831,Internal medicine / pneumology,region_108,brand_2,2020-10,phone,1
28831,Internal medicine / pneumology,region_108,brand_1,2020-10,phone,1
29280,General practicioner,region_108,brand_2,2020-10,f2f,1
29280,General practicioner,region_108,brand_1,2020-10,f2f,1
33753,General practicioner,region_108,brand_2,2020-10,phone,1
33753,General practicioner,region_108,brand_1,2020-10,phone,1
34471,Internal medicine / pneumology,region_108,brand_2,2020-10,phone,1
34471,Internal medicine / pneumology,region_108,brand_1,2020-10,phone,1
35411,Internal medicine / pneumology,region_108,brand_2,2020-10,phone,1
35411,Internal medicine / pneumology,region_108,brand_1,2020-10,phone,1
42358,General practicioner,region_108,brand_2,2020-10,phone,1
42358,General practicioner,region_108,brand_1,2020-10,phone,1
52953,Internal medicine / pneumology,region_108,brand_1,2020-10,f2f,1
52953,Internal medicine / pneumology,region_108,brand_2,2020-10,phone,1
52953,Internal medicine / pneumology,region_108,brand_1,2020-10,phone,1
54691,General practicioner,region_108,brand_2,2020-10,phone,1
54691,General practicioner,region_108,brand_1,2020-10,phone,1
57248,General practicioner,region_108,brand_2,2020-10,f2f,1
57248,General practicioner,region_108,brand_1,2020-10,f2f,1
58162,Internal medicine / pneumology,region_108,brand_2,2020-10,phone,1
58162,Internal medicine / pneumology,region_108,brand_1,2020-10,phone,1
60386,General practicioner,region_108,brand_2,2020-10,phone,1
60386,General practicioner,region_108,brand_1,2020-10,phone,1
62492,General practicioner,region_108,brand_2,2020-10,phone,2
62492,General practicioner,region_108,brand_1,2020-10,phone,2
63784,General practicioner,region_108,brand_2,2020-10,phone,1
63784,General practicioner,region_108,brand_1,2020-10,phone,1
71536,Internal medicine,region_108,brand_2,2020-10,phone,1
71536,Internal medicine,region_108,brand_1,2020-10,phone,1
72541,General practicioner,region_108,brand_2,2020-10,f2f,1
72541,General practicioner,region_108,brand_1,2020-10,f2f,1
75600,General practicioner,region_108,brand_2,2020-10,phone,1
75600,General practicioner,region_108,brand_1,2020-10,phone,1
80077,General practicioner,region_108,brand_2,2020-10,phone,1
80077,General practicioner,region_108,brand_1,2020-10,phone,1
80894,Internal medicine,region_108,brand_2,2020-10,phone,1
80894,Internal medicine,region_108,brand_1,2020-10,phone,1
13571,General practicioner,region_109,brand_1,2020-10,f2f,1
16214,General practicioner,region_109,brand_1,2020-10,f2f,1
17715,General practicioner,region_109,brand_1,2020-10,f2f,2
18654,General practicioner,region_109,brand_1,2020-10,f2f,1
19042,Internal medicine,region_109,brand_2,2020-10,f2f,1
19042,Internal medicine,region_109,brand_1,2020-10,f2f,1
19940,General practicioner,region_109,brand_1,2020-10,f2f,1
20455,General practicioner,region_109,brand_1,2020-10,f2f,1
20460,General practicioner,region_109,brand_2,2020-10,f2f,1
20460,General practicioner,region_109,brand_1,2020-10,f2f,1
21797,General practicioner,region_109,brand_1,2020-10,f2f,1
22713,Internal medicine,region_109,brand_1,2020-10,f2f,1
22850,General practicioner,region_109,brand_1,2020-10,f2f,1
23249,Internal medicine,region_109,brand_1,2020-10,f2f,1
23261,Internal medicine,region_109,brand_2,2020-10,f2f,1
23261,Internal medicine,region_109,brand_1,2020-10,f2f,1
24228,General practicioner,region_109,brand_1,2020-10,f2f,1
24238,Internal medicine / pneumology,region_109,brand_2,2020-10,f2f,1
24238,Internal medicine / pneumology,region_109,brand_1,2020-10,f2f,3
25153,Internal medicine / pneumology,region_109,brand_2,2020-10,f2f,1
25153,Internal medicine / pneumology,region_109,brand_1,2020-10,f2f,1
26045,General practicioner,region_109,brand_1,2020-10,f2f,2
26336,General practicioner,region_109,brand_2,2020-10,f2f,1
26336,General practicioner,region_109,brand_1,2020-10,f2f,1
28127,General practicioner,region_109,brand_2,2020-10,f2f,1
28127,General practicioner,region_109,brand_1,2020-10,f2f,1
28327,Internal medicine,region_109,brand_1,2020-10,f2f,1
29260,Internal medicine,region_109,brand_2,2020-10,f2f,1
29260,Internal medicine,region_109,brand_1,2020-10,f2f,3
29286,Internal medicine,region_109,brand_2,2020-10,f2f,1
29286,Internal medicine,region_109,brand_1,2020-10,f2f,2
30963,Internal medicine,region_109,brand_2,2020-10,f2f,1
30963,Internal medicine,region_109,brand_1,2020-10,f2f,1
31150,General practicioner,region_109,brand_1,2020-10,f2f,1
34371,Internal medicine,region_109,brand_2,2020-10,f2f,1
34371,Internal medicine,region_109,brand_1,2020-10,f2f,1
34514,General practicioner,region_109,brand_2,2020-10,f2f,1
34514,General practicioner,region_109,brand_1,2020-10,f2f,2
35069,Internal medicine,region_109,brand_1,2020-10,f2f,2
35754,General practicioner,region_109,brand_1,2020-10,f2f,1
37269,General practicioner,region_109,brand_1,2020-10,f2f,1
37636,Internal medicine,region_109,brand_1,2020-10,f2f,3
38778,General practicioner,region_109,brand_2,2020-10,f2f,1
38778,General practicioner,region_109,brand_1,2020-10,f2f,2
39771,General practicioner,region_109,brand_1,2020-10,f2f,1
41081,Internal medicine,region_109,brand_1,2020-10,f2f,1
41100,Internal medicine,region_109,brand_1,2020-10,f2f,1
41960,Internal medicine,region_109,brand_1,2020-10,f2f,1
41986,General practicioner,region_109,brand_2,2020-10,f2f,1
41986,General practicioner,region_109,brand_1,2020-10,f2f,1
42294,General practicioner,region_109,brand_1,2020-10,f2f,3
42636,Internal medicine,region_109,brand_2,2020-10,f2f,1
42636,Internal medicine,region_109,brand_1,2020-10,f2f,1
44412,General practicioner,region_109,brand_1,2020-10,f2f,1
45485,General practicioner,region_109,brand_1,2020-10,f2f,1
46463,Internal medicine,region_109,brand_1,2020-10,f2f,2
47338,Internal medicine,region_109,brand_2,2020-10,f2f,1
47338,Internal medicine,region_109,brand_1,2020-10,f2f,1
47409,General practicioner,region_109,brand_1,2020-10,f2f,1
48254,General practicioner,region_109,brand_1,2020-10,f2f,1
48404,General practicioner,region_109,brand_1,2020-10,f2f,1
48769,Internal medicine,region_109,brand_1,2020-10,f2f,1
48838,Internal medicine,region_109,brand_1,2020-10,f2f,1
48856,Internal medicine,region_109,brand_1,2020-10,f2f,1
48857,Internal medicine,region_109,brand_1,2020-10,f2f,1
49156,General practicioner,region_109,brand_2,2020-10,f2f,1
49156,General practicioner,region_109,brand_1,2020-10,f2f,1
49478,Internal medicine,region_109,brand_1,2020-10,f2f,1
50037,General practicioner,region_109,brand_1,2020-10,f2f,1
50106,Internal medicine,region_109,brand_2,2020-10,f2f,1
50106,Internal medicine,region_109,brand_1,2020-10,f2f,1
50902,General practicioner,region_109,brand_1,2020-10,f2f,1
51372,Internal medicine,region_109,brand_1,2020-10,f2f,2
51457,Internal medicine,region_109,brand_2,2020-10,f2f,1
51457,Internal medicine,region_109,brand_1,2020-10,f2f,2
52407,General practicioner,region_109,brand_1,2020-10,f2f,2
52779,General practicioner,region_109,brand_2,2020-10,f2f,1
52779,General practicioner,region_109,brand_1,2020-10,f2f,1
53136,General practicioner,region_109,brand_1,2020-10,f2f,1
53520,General practicioner,region_109,brand_1,2020-10,f2f,1
53526,Internal medicine,region_109,brand_1,2020-10,f2f,1
53570,General practicioner,region_109,brand_1,2020-10,f2f,1
53580,General practicioner,region_109,brand_1,2020-10,f2f,1
53610,General practicioner,region_109,brand_1,2020-10,phone,1
53664,General practicioner,region_109,brand_1,2020-10,f2f,1
53673,General practicioner,region_109,brand_1,2020-10,f2f,1
53724,Internal medicine,region_109,brand_2,2020-10,f2f,1
53724,Internal medicine,region_109,brand_1,2020-10,f2f,1
53861,Internal medicine,region_109,brand_1,2020-10,f2f,1
54037,General practicioner,region_109,brand_1,2020-10,f2f,1
54083,Internal medicine,region_109,brand_1,2020-10,f2f,1
54603,General practicioner,region_109,brand_1,2020-10,f2f,1
70308,General practicioner,region_109,brand_1,2020-10,f2f,1
70364,General practicioner,region_109,brand_2,2020-10,f2f,1
70364,General practicioner,region_109,brand_1,2020-10,f2f,1
70420,Internal medicine / pneumology,region_109,brand_2,2020-10,f2f,1
70420,Internal medicine / pneumology,region_109,brand_1,2020-10,f2f,3
70827,Internal medicine,region_109,brand_1,2020-10,f2f,1
71323,General practicioner,region_109,brand_1,2020-10,f2f,1
72181,General practicioner,region_109,brand_1,2020-10,f2f,1
73413,General practicioner,region_109,brand_1,2020-10,f2f,1
74486,Internal medicine / pneumology,region_109,brand_2,2020-10,f2f,1
74486,Internal medicine / pneumology,region_109,brand_1,2020-10,f2f,2
79851,General practicioner,region_109,brand_1,2020-10,f2f,1
81053,General practicioner,region_109,brand_2,2020-10,f2f,1
81053,General practicioner,region_109,brand_1,2020-10,f2f,2
81074,General practicioner,region_109,brand_1,2020-10,f2f,2
83598,Internal medicine,region_109,brand_2,2020-10,f2f,1
83598,Internal medicine,region_109,brand_1,2020-10,f2f,1
85285,General practicioner,region_109,brand_1,2020-10,f2f,2
16836,Internal medicine,region_110,brand_1,2020-10,f2f,1
21266,Internal medicine,region_110,brand_1,2020-10,f2f,1
21349,Internal medicine,region_110,brand_1,2020-10,f2f,1
21878,Internal medicine / pneumology,region_110,brand_2,2020-10,phone,1
21878,Internal medicine / pneumology,region_110,brand_1,2020-10,phone,1
24222,General practicioner,region_110,brand_1,2020-10,f2f,2
24615,Internal medicine,region_110,brand_1,2020-10,f2f,1
24659,Internal medicine / pneumology,region_110,brand_2,2020-10,f2f,1
24659,Internal medicine / pneumology,region_110,brand_1,2020-10,f2f,1
30117,General practicioner,region_110,brand_1,2020-10,f2f,1
31229,Internal medicine,region_110,brand_1,2020-10,f2f,1
32060,Internal medicine,region_110,brand_1,2020-10,f2f,1
34963,General practicioner,region_110,brand_1,2020-10,f2f,1
35372,General practicioner,region_110,brand_1,2020-10,f2f,1
37923,General practicioner,region_110,brand_1,2020-10,f2f,1
38353,Internal medicine,region_110,brand_1,2020-10,f2f,1
40576,General practicioner,region_110,brand_1,2020-10,f2f,1
45610,General practicioner,region_110,brand_1,2020-10,f2f,1
48722,General practicioner,region_110,brand_1,2020-10,f2f,1
49259,General practicioner,region_110,brand_1,2020-10,f2f,1
52812,General practicioner,region_110,brand_1,2020-10,f2f,1
52868,Internal medicine,region_110,brand_1,2020-10,f2f,1
52935,Internal medicine,region_110,brand_2,2020-10,f2f,1
52935,Internal medicine,region_110,brand_1,2020-10,f2f,1
87145,Internal medicine,region_110,brand_1,2020-10,f2f,1
15143,General practicioner,region_111,brand_1,2020-10,f2f,1
21724,Internal medicine,region_111,brand_1,2020-10,f2f,1
27048,Internal medicine,region_111,brand_1,2020-10,phone,1
28341,General practicioner,region_111,brand_1,2020-10,phone,1
33103,General practicioner,region_111,brand_2,2020-10,f2f,1
33103,General practicioner,region_111,brand_1,2020-10,f2f,1
33616,Internal medicine,region_111,brand_1,2020-10,f2f,1
33873,Internal medicine,region_111,brand_2,2020-10,f2f,1
33873,Internal medicine,region_111,brand_1,2020-10,f2f,1
34605,General practicioner,region_111,brand_1,2020-10,f2f,1
34787,General practicioner,region_111,brand_1,2020-10,f2f,1
35957,Internal medicine,region_111,brand_1,2020-10,f2f,1
36759,General practicioner,region_111,brand_1,2020-10,f2f,1
38443,General practicioner,region_111,brand_1,2020-10,f2f,1
40119,General practicioner,region_111,brand_1,2020-10,f2f,1
40225,General practicioner,region_111,brand_1,2020-10,f2f,1
40369,General practicioner,region_111,brand_2,2020-10,f2f,1
40369,General practicioner,region_111,brand_1,2020-10,f2f,1
42168,General practicioner,region_111,brand_1,2020-10,f2f,1
43200,General practicioner,region_111,brand_1,2020-10,f2f,1
47456,General practicioner,region_111,brand_1,2020-10,f2f,1
48455,General practicioner,region_111,brand_1,2020-10,f2f,1
48518,General practicioner,region_111,brand_1,2020-10,f2f,1
49292,Internal medicine,region_111,brand_1,2020-10,f2f,1
51526,General practicioner,region_111,brand_1,2020-10,f2f,1
52027,General practicioner,region_111,brand_1,2020-10,f2f,1
60992,General practicioner,region_111,brand_1,2020-10,f2f,1
64086,General practicioner,region_111,brand_1,2020-10,f2f,1
65361,Internal medicine,region_111,brand_1,2020-10,f2f,1
66064,General practicioner,region_111,brand_1,2020-10,f2f,1
68665,Internal medicine,region_111,brand_1,2020-10,f2f,1
70809,General practicioner,region_111,brand_1,2020-10,f2f,1
74031,General practicioner,region_111,brand_1,2020-10,f2f,1
74670,General practicioner,region_111,brand_1,2020-10,f2f,1
75603,General practicioner,region_111,brand_1,2020-10,f2f,1
75901,Internal medicine,region_111,brand_1,2020-10,f2f,1
4135,Internal medicine,region_112,brand_1,2020-10,phone,1
12558,Internal medicine,region_112,brand_1,2020-10,f2f,1
20618,General practicioner,region_112,brand_2,2020-10,f2f,1
20618,General practicioner,region_112,brand_1,2020-10,f2f,1
21674,General practicioner,region_112,brand_2,2020-10,f2f,1
21674,General practicioner,region_112,brand_1,2020-10,f2f,1
27081,General practicioner,region_112,brand_1,2020-10,f2f,1
30101,General practicioner,region_112,brand_2,2020-10,f2f,1
30101,General practicioner,region_112,brand_1,2020-10,f2f,1
33658,General practicioner,region_112,brand_2,2020-10,f2f,1
33658,General practicioner,region_112,brand_1,2020-10,f2f,1
38504,General practicioner,region_112,brand_2,2020-10,f2f,1
38504,General practicioner,region_112,brand_1,2020-10,f2f,1
40357,General practicioner,region_112,brand_2,2020-10,f2f,1
40357,General practicioner,region_112,brand_1,2020-10,f2f,1
43900,General practicioner,region_112,brand_2,2020-10,f2f,1
43900,General practicioner,region_112,brand_1,2020-10,f2f,1
44244,General practicioner,region_112,brand_2,2020-10,f2f,1
44244,General practicioner,region_112,brand_1,2020-10,f2f,1
44519,General practicioner,region_112,brand_2,2020-10,f2f,1
44519,General practicioner,region_112,brand_1,2020-10,f2f,1
44879,General practicioner,region_112,brand_1,2020-10,f2f,1
45245,General practicioner,region_112,brand_1,2020-10,f2f,1
46898,General practicioner,region_112,brand_2,2020-10,f2f,1
46898,General practicioner,region_112,brand_1,2020-10,f2f,1
49741,General practicioner,region_112,brand_1,2020-10,f2f,1
58699,General practicioner,region_112,brand_1,2020-10,f2f,1
60935,General practicioner,region_112,brand_2,2020-10,f2f,1
60935,General practicioner,region_112,brand_1,2020-10,f2f,1
64514,General practicioner,region_112,brand_1,2020-10,f2f,1
65763,General practicioner,region_112,brand_1,2020-10,f2f,1
